product_name,categories,brands,quantity,packaging,labels,ingredients_text,nutriments_energy_kcal,nutriments_fat,nutriments_saturated_fat,nutriments_carbohydrates,nutriments_sugars,nutriments_proteins,nutriments_fiber,nutriments_salt,nutriments_sodium,nutrition_grade,price
High Protein Granola Nuts & Seeds,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and their products,Breakfast cereals,Mueslis,Granola-vegan-vegetarian,Granola",Lizi's,350 g,Plastic Bag,"27-rdi-protein,Gut-friendly-fibre,Wholegrain-oats,Vegan","28 % VollkornHAFERflocken, Sojaeiweiß-Flocken (SOJAeiweiß-Isolat, Reismehl, HAFERmehl, GERSTENmehl, brauner Reissirup), Sojaeiweiß-Crispies (SOJAeiweiß-Isolat, Reisgrieß, SOJAmehl, Salz), 7 % Kürbiskerne, 6 % Nüsse (WALNUSSstücke, MANDELstücke), konzentrierter Apfelsaft, Rapsöl, HAFERkleie, schwarze Melasse, Zichorienfasern, getrocknete Kokosnuss, Fruktose, natürliches Aroma.",442,17.6,3.1,40.7,10.3,26.9,6.7,0.81,0.324,d,
Cereales special K original,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Flocons,Flocons de céréales,Céréales extrudées,Flocons extrudés,Pétales multicéréales,Céréales pour petit déjeuner riches en fibres",Kellogg's,500 g,"Plastique, Sachet, Boîte, Carton","Sans arômes artificiels,Sans conservateurs,Point Vert,Sans colorants,Sans huile de palme,Nutriscore,Nutriscore B","Riz (47%), blé complet (37%), sucre, orge (5%), farine d'orge maltée, sel, extrait de malt d'orge, niacine, fer, riboflavine, thiamine, vitamine B6, acide folique, vitamine D, vitamine B12.",392,1.3,0.3,84,15,8,6,0.84,0.336,c,
Original Nuts & Seeds imp,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Mueslis, Cereals with nuts, Mueslis with nuts",Lizi's,450g,,,"Wholegrain oat flakes (62%), seeds (7%) [sunflower, golden linseeds, pumpkin], nuts (7%) [cashew nut pieces, almond pieces, hazelnut pieces, walnut pieces], desiccated coconut, rapeseed oil, fructose, black treacle, chicory fibre.",471,22.6,5,50.7,7.2,12.5,7.3,0.03,0.012,c,
NESTLE LION céréales 400g​,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Céréales au chocolat, Céréales extrudées, Céréales au caramel","Nestlé, Lion",400 g,"Plastic,Box,Cardboard,fr:Conteneur,fr:Etui en carton,fr:Film en plastique","No artificial flavors, No preservatives, Green Dot, Nutriscore, Nutriscore Grade C, Rainforest Alliance, Triman, fr:Garantie avec du blé complet, fr:Personnage sur l'emballage, en:no-palm-oil, Végétarien","BLÉ complet 41,3 %, farine de BLÉ, sucre, sirop de glucose, huile de tournesol, chocolat 3,0 % (cacao maigre en poudre*, sucre, pâte de cacao*), carbonate de calcium, sel, arômes naturels, émulsifiant : lécithines, sirop de sucre caramélisé, fer, vitamines B3, B5, D, B6, B1, B2, B9. Peut contenir du LAIT et des FRUITS À COQUE. *Bilan massique certifié Rainforest Alliance. www.ra.org/fr.",405,7.4,1.1,73.1,24.5,8.1,7,0.48,0.192,d,
Bio Knusper Müsli Früchte,"Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Frucht- und gemüsebasierte Lebensmittel, Frühstücke, Getreide und Kartoffeln, Getreideprodukte, Fruchtbasierte Lebensmittel, Frühstückscerealien, Früchte, Frühstückscerealien mit Früchten, Müslis, Beeren, en:Crunchy mueslis, Müslis mit Früchten, en:Crunchy mueslis with fruits","Crownfield, Lidl",500 g,"Carton,Papier cartonné","Bio, EU-Öko-Verordnung, Nicht EU-Landwirtschaft, USDA Organic, EG-Öko-Verordnung, DE-ÖKO-005, EU-Landwirtschaft, EU-/Nicht-EU-Landwirtschaft, Ohne Palmöl, Nutriscore, Nutriscore C, AB Agriculture Biologique, Triman, Bio Organic","46% Hafervollkornflocken, 14% Weizenvollkornflocken, Rohrzucker, Glukosesirup, Sonnenblumenöl, Kokosraspel, Hafervollkornmehl, Honig, 1,5% gefriergetrocknete Brombeeren, 0,5% gefriergetrocknete Himbeere, 0,5% gefriergetrocknete Erdbeerstücke, Meersalz, Antioxidationsmittel: stark tocopherolhaltige Extrakte",441,14.6,4.1,63.5,15.8,9.7,8.3,0.1975,0.079,c,
Shreddies,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales extrudées",Nestle,460g,"en:card-box,en:hdpeFilm-packet","Végétarien,Végétalien,The Vegan Society","Whole Grain Wheat 96.2%, Sugar, Invert Sugar Syrup, Barley Malt Extract, Salt, Molasses, Iron, Vitamin B3, Vitamin B5, Vitamin B9, Vitamin B6, Vitamin B2.",364,1.8,0.3,70.4,12.5,10.8,12,0.72,0.288,b,
Multigrain Alpha Bites,"Aliments d'origine végétale,Petit-déjeuners,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales extrudées",Bear,350g,,,"whole grain ground wheat (35%), whole grain ground oats (20%),coarsely ground corn (18%), coconut blossom nectar, ground rice & whole grain ground barley (3%)",380,2.7,0.5,76,11,9.3,7,0.02,0.008,a,
Cereal Mix,"Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Desayunos,Cereales y patatas,Cereales y derivados,Cereales para el desayuno,Granos inflados,Cereales inflados",Hacendado,375 g,,"Fuente de fibra alimentaria,Punto Verde","puffed oats (gluten) (40%), cornflakes (40%) (corn, salt, emulsifier: sunflower lecithin), puffed quinoa (10%), puffed rice (10%), bold ingredients contain allergens,",372,2.7,0.7,80.4,17.1,9.4,5.6,0,0,c,
Muesli Protéines,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales aux fruits,Mueslis,Mueslis aux fruits",bjorg,375 g,"Plastique,Sachet,Sec","Bio,Ecocert,Bio européen,Agriculture non UE,Source de protéines,Entreprise B certifiée,DE-ÖKO-001,Agriculture UE,Agriculture UE/Non UE,FR-BIO-01,Point Vert,Riche en protéines,Fabriqué en Allemagne,Sans sucre ajouté,Nutriscore,Nutriscore A,AB Agriculture Biologique","Flocons de soja* 33%, flocons d'avoine* 26%, flocons de blé* 25%, raisins secs* 8% (raisins*, huile de tournesol*), dattes* 5% (dattes*, farine de riz*), fruits rouges* lyophilisés 1,4% (groseilles*, cassis*, fraises*), graines de sarrasin* 1%. *Ingrédients biologiques",382,12,1.9,41,11,21,13,0.03,0.012,a,
Muesli 4 nuts,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and their products,Breakfast cereals,Mueslis,Cereals with nuts,Mueslis with nuts",Crownfield,600 g,"Plastique, Carton","Source of fibre, FSC, FSC Mix, Green Dot, High fibres, Nutriscore, Nutriscore Grade C, en:rainforest-alliance","38% flocons d'avoine complète, 22% flocons de blé complet, sucre, 8% farine (5% blé, 3% blé complet), huile de palme, 4% amande, 4% noisette, sirop de glucose, 1% noix de pécan, 1% noix du Brésil, miel, caramel, sel, arômes naturels. Traces éventuelles d'autres céréales contenant du gluten, de lait, d'autres fruits à coque et d'arachides.",454,16.9,4.9,61.1,18.1,10.3,8.1,0.08,0.032,c,
Granola Amandes Noisettes & Graines,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Mueslis,Céréales pour petit déjeuner riches en fibres",Jordans,400 g,"Sachet en plastique, Sachet en plastique à jeter","Peu ou pas de sel,Sans arômes artificiels,Sans OGM,Sans conservateurs,Sans sel ajouté,Sans colorants artificiels,Sans colorants ni arômes artificiels,Sans colorants,Sans huile de palme,Nutriscore,Nutriscore A,Moins-de-5-de-sucres","Flocons d'avoine complète (56%), flocons d’orge (24%), fibre de racine de chicorée, noix (8%) (amandes effilées & amandes entières, noisettes grillées hachées), huile de tournesol et huile colza en proportion variable , graines (1,5%) (graines de courge, graines de tournesol), noix de coco séchée, arôme naturel.

Informations sur les allergènes : les allergènes, y compris les céréales contenant du gluten sont indiqués en gras.

Peut contenir également : Autres sources de gluten, autres noix.",451,14.8,2.4,58.9,2.5,12.6,16.1,0.03,0.012,a,
Crownfield Special Flakes Red Fruit,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Cereals with fruits, Extruded cereals, Breakfast cereals rich in fibre, Cereal flakes with fruits","Crownfield, Lidl",425 g,"Karton,21 PAP,fr:Ecoponto azul,fr:Food safe,fr:Point vert,fr:Tidyman wastebasket","Vegetarian, Source of fibre, Vegan, European Vegetarian Union, Green Dot, High fibres, Made in Germany, Nutriscore, Nutriscore Grade B, en:low-fat","59% Wholegrain Wheat, Ground Rice, Sugar, 4,5% Freeze Dried Fruit in Varying Proportions (Strawberries, Cherries), Salt, Barley Malt Extract",382,2.6,0.7,77.5,11.5,8.9,6.5,0.37,0.148,b,
Muesli pépites croustillantes chocolat-noissette réduit en sucre,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Céréales au chocolat, Mueslis, Mueslis croustillants, Mueslis au chocolat, Mueslis croustillant au chocolat, Muesli croustillant au chocolat non enrichi en vitamines et minéraux","Marque Repère, Grainéa",350 g,Carton,"Source de fibres alimentaires, en:FSC, FSC Mix, Riche en fibres, Nutriscore, Nutriscore A, Triman, Aux céréales complètes, Réduit en sucres","Flocons d'avoine 48%, flocons de blé 12 %, fructo-oligosaccharide, huile de tournesol, morceaux de chocolat 6 % (pâte de cacao, sucre, matière grasse laitière anhydre, émulsifiant: lécithines (tournesol)), farine d'avoine complète 5,5 %, sucre, farine de riz complet 4,2 %, noisettes 4%, sirop de glucose, farine de blé 0,9 %, son de blé 0,3 %, sucre caramélisé, miel, malt d'orge 0,1 %, cannelle, sel, arôme naturel, antioxydant: extrait riche en tocopherols. Traces d'autres fruits à coque et soja.",432,16,2.9,56,9.3,10,12,0.07,0.028,a,
Country Crisp with Sun-Ripe Strawberries imp,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Cereals with fruits, Mueslis, Mueslis with fruits",Jordans,500 g,,"Low or no salt, Sustainable, Vegetarian, No GMOs, Sustainable Palm Oil, No added salt, No artificial additives","Wholegrain Cereals (53%) (_Oat_ Flakes, _Oat_ Flour), Sugar, _Barley_ Flakes, Vegetable Oils (Rapeseed Oil, Palm Oil), Rice Flour, Freeze Dried Strawberry Pieces (2.5%), Desiccated Coconut, Natural Flavouring",447,14.9,4.7,66.5,20.8,8.1,6.4,0.03,0.012,d,
Multi-Grain Hoops,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Extruded cereals","Harvest Morn, Aldi",375g,"Card-box, Mixed plastic-bag, en:card-carton, en:hdpeFilm-bag",,"Wholegrain _oat_ flour (30%), wholegrain _wheat_ flour (30%), wholegrain _barley_ flour (18%), sugar, _wheat_ starch, invert sugar syrup, oligofructose, wholegrain maize flour (2%), wholegrain rice flour (2%), sunflower oil, colour: paprika extract, salt, stabiliser: calcium carbonate, caramelised sugar syrup, vitamin c, antioxidant: tocopherol-rich extract, carrot concentrate, ferrous fumarate, niacin, pantothenic acid, riboflavin, vitamin b6, thiamin, folic acid, vitamin b12
May also contain _nuts_, _peanuts_, _milk_, _sesame_ and _soya_.",370,3.33,0.667,68.7,14,10.7,12.3,0.558,0.223,a,
Bran Flakes,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,extruded wheat flakes",Harvest Morn,750 g,,"Vegetarian,No artificial flavors,Vegan,No artificial colors,No artificial colours or flavours","wholegrain wheat (80%), wheat bran (20%), sugar, malted barley extract, salt, niacin, iron, pantothenic acid, thiamin, riboflavin, vitamin b6, folic acid, vitamin b12",359,2.5,0.5,64,11,12,16,0.28,0.112,a,
Cocoa Alpha Bites,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Extruded cereals",BEAR,350g,,,"Whole grain ground wheat (38%), coarsely ground corn (19%), ground oats (18%), coconut blossom nectar, ground rice, fat reduced cocoa powder (4%).",385,2.4,0.8,78,12,10,6.7,0.1,0.04,a,
Honey Granola,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Mueslis, Cereals with nuts, Mueslis with nuts",Dorset Cereals,450 g,,,"Wholegrain OAT flakes (46%), nuts & seeds (28%) [sliced ALMONDS, sunflower seeds, pumpkin seeds, chopped PECAN NUTS], honey (16%), toasted wholegrain RYE flakes, vegetable oil (rapeseed and sunflower in varying proportions), natural flavouring.",494,26.7,2.7,49.2,12.6,13.1,7,0.03,0.012,c,
rice crispies,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Puffed grains, Puffed cereals, Puffed rice, Rice crispies",Kellogg’s,,,Kosher,"(EN) TOASTED RICE CEREAL FORTIFIED WITH VITAMINS AND IRON. INGREDIENTS: Rice, sugar, salt, barley malt extract, niacin, iron, vitamin B6, riboflavin, thiamin, folic acid, vitamin D, vitamin B12. For allergens see ingredients highlighted in bold. May contain gluten from other cereals. Best before: see top.",390,1.33,0.333,86.7,8,7,3,0.983,0.393,c,
Oreo O's,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Chocolate cereals,Extruded cereals",OREO,350g,"Plastique,en:container","Vegetarian,Green Dot,Triman","Getreidemehle (66%) (WEIZENmehl (45%), Reismehl (21%)), Zucker, fettarmes Kakaopulver (7.5%), zerkleinerte Kekse (2.9%) (WEIZENmehl, Zucker, Rapsöl, fettarmes Kakaopulver (0.2%), Glukose-Fruktose-Sirup, WEIZENstärke, Backtriebmittel (Kaliumcarbonat, Ammoniumcarbonat, Natriumcarbonat), Palmöl, Salz, Emulgator: SOJAlecithin, Säureregulator: Natriumhydroxid, Aromen), WEIZENstärke (2.5%), Aromen, Salz, Niacin, Eisen, Riboflavin (B2), Vitamin B6, Thiamin (B1), Folsäure, Vitamin D, Vitamin B12. Allergiehinweis: Siehe Zutaten in FETT für Allergene. Kann NÜSSE und MILCH enthalten.",382,2.1,0.8,81,27,7.9,3.9,0.56,0.224,d,
Flocons d'avoine,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Flocons,Flocons de céréales,Flocons laminés,Flocons d'avoine","Marque Repère, Grainéa",500 g,"Papier,Sachet,Sec,Etui en carton","Source de fibres alimentaires,Riche en fibres,Source de fer,Nutriscore,Nutriscore A,Source de phosphore,Riche en vitamine B1","Flocons d'avoine,",372,7,1.3,59,0.7,14,10,0.025,0.01,a,
Weetabix Oatiflakes,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Flakes,Cereal flakes,Rolled flakes,Rolled oats",Weetabix,550 g,,"Nutriscore,Nutriscore Grade B","Wholegrain Oats (93%), Sugar, Malted Barley Extract, Potassium Chloride, Salt, Niacin, Iron, Pantothenic Acid (B5), Thiamin (B1), Riboflavin (B2), Vitamin B6, Folic Acid, Vitamin B12. ALLERGY ADVICE: NUTE For allergens, see ingredients in bold. Also, may contain nuts, wheat and rye. For BEST BEFORE, see top flap. This pack contains approximately eighteen 30g servings. CONTAINS F FOLI ACID SUITA Energy FOR EGETARIANS Fat of wh Carbol of wh Fibre Protein VEGAN & Salt Vitamin Thiami Ribofla Niacin Vitamin Folic Ac Vitamin Pantoth Iron **RI-Refe *Enjoy as part of a healthy diet and lifestyle. Beta-glucans contribute to the maintenance is 40% of the suggested daily intake (3g). Oat beta-glucan has been shown to lower/red has many risk factors and altering one of these may or may not have a beneficial effect.",405,8.6,1.4,67,14,11,8,0.258,0.103,b,
Copos de trigo integral y arroz 0% azúcares añadidos,"Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Desayunos,Cereales y patatas,Cereales y derivados,Cereales para el desayuno","Hacendado,Mercadona",500 g,"Papel,Caixa","Vegetariano,Fuente de fibra alimentaria,Vegano,Punto Verde,Rico en fibra,Sin azúcares añadidos,Recicla amarillo,Recicla azul","Cereales [trigo integral 65%, arroz 43%], extracto de malta de cebada, sal. Puede contener trazas de soja, productos lácteos y otros frutos de cáscara.",373,1.6,0.3,75,1,10.3,7.9,1,0.4,a,
Nougat Bits,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Extruded cereals,Filled cereals","Crownfield, Lidl, Nordgetreide",750g,papier,"Sustainable,Fair trade,Vegetarian,Fairtrade International,No artificial flavors,Sustainable Palm Oil,Vegan,Fairtrade cocoa,Green Dot,Made in Germany,No colorings,Nutriscore,Nutriscore Grade C,Roundtable on Sustainable Palm Oil","Mehl (25% Weizenvollkorn, 14% Weizen, 2% Reisvollkorn), Zucker, getrockneter Glukosesirup, Rapsöl, Palmöl, 4% fettarmer Kakao, 4% Haselnüsse, Maisvollkorngrieß, Füllstoff: Calciumcarbonat, Speisesalz, Emulgator: Lecithine, natürliche Aromen, Kann Spuren von anderen glutenhaltigen Getreiden, anderen Schalenfrüchten, Erdnüssen, Milch und Soja enthalten,",443,16.3,3.5,65.6,26.6,6.1,4.9,0.39,0.156,d,
Rice Krispies,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Grains soufflées,Céréales soufflées,Riz soufflé,Riz soufflé nature",Kellogg's,360g,,"Végétarien,Halal,Kascher,Sans arômes artificiels,en:Halal Food Authority,Beth Din de Manchester,Sans colorants,Nutriscore,Nutriscore B,Source de vitamine D,Triman","riz, sucre, sel, extrait de malt d'_orge_, niacine, fer, vitamine B6, riboflavine, thiamine, acide folique, vitamine D, vitamine B12",389,1.2,0.4,86,7.9,7,2.9,1,0.4,c,
Céréales Extra Kellogg's Pépites Chocolat au lait,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Céréales au chocolat, Pépites de céréales croustillantes, Pépites de céréales au chocolat",Kellogg's,500 g,"Plastique,Sachet","Sustainable, No artificial flavors, Sustainable Palm Oil, Green Dot, No colorings, Roundtable on Sustainable Palm Oil, Triman, en:nutriscore-grade-d","avoine complète(48%), sucre, morceaux de chocolat au lait( 14%)(sucre, all ights resene beune e acao, lait entier en poudre, päte de cacao, graisses végétales{palme, karité) en proportions variables, émulsifiant{lécithine de soja}), huile de palme durable, farine de ble se, mélasse, noix de coco séchée, extrait de malt d'orge",484,22,12,62,25,7,4.9,0.68,0.272,e,
Shredded Wheat,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, extruded cereals",Nestlé,625 g,"Card-box, Hdpe film-bag","Vegetarian, Vegan",Whole Grain Wheat (100%).,367.5,2.25,0.5,68.75,0.75,11.75,,0.05,0.02,a,
Special K The Original,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Flocons,Flocons de céréales,Céréales extrudées,Flocons extrudés,Pétales multicéréales,Céréales pour petit déjeuner riches en fibres",Kellogg's,750 g,"Card-carton, en:hdpe film-bag","Végétarien,Halal,Kascher,Sans arômes artificiels,Sans conservateur artificiel,Point Vert,en:Halal Food Authority,Beth Din de Manchester,Sans colorants artificiels,Sans colorants ni arômes artificiels","Rice (47%), wholewheat (37%), sugar, barley (5%), malted barley flour, salt, barley malt extract, niacin, iron, riboflavin, thiamin, vitamin B6, folic acid, vitamin D, vitamin B12.",392,1.3,0.3,84,15,8,6,2.1,0.84,d,
Super Berry Granola,Granola,Bio & Me,360g,,"No added sugar,High fibres,Certified B Corporation,Vegetarian,Vegan","Wholegrain _Oats_ 60%, Dates, Chicory Root Fibre, Seeds 6% (Sunflower, Pumpkin, Brown Linseed), Dried Carrot, Skin on _Almonds_, Extra Virgin Olive Oil, Puffed Brown Rice, Freeze Dried Berries 2% (Blackcurrant, Cherry, Strawberry), Beetroot and Carrot Extract, Dried Beetroot, Quinoa, Natural Flavourings.",382,12,1.7,50,9.7,11,15,0.04,0.016,a,
Céréales Trésor Kellogg's Chocolat Noisettes - 1kg,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales au chocolat,Céréales extrudées,Céréales fourrées,Céréales pour petit déjeuner fourrées au chocolat-noisettes",Kellogg's,1000 g,"Plastique, Carton","Sans arômes artificiels,Sans colorants,Triman","Farines de céréales(53%)(BLÉ, BLÉ complet, Maïs), Fourrage goût chocolat NOISETTES (Sucre, Huiles végétales (Palme, Tournesol, Colza) en proportions variables, Chocolat (3.5%)(Sucre, Pâte de cacao), Sirop de glucose, Maltodextrine, Cacao maigre en poudre, Petit-LAIT en poudre, LAIT écrémé en poudre, Purée de NOISETTES (0.5%), Emulsifiant(Lécithine de tournesol), Arôme naturel), Sucre, Sel, Colorants(Caroténoïdes, Rocou), Antioxydants(Palmitate d'ascorbyle, Alpha-tocophérol). Vitamines et Minéraux: Vitamines (Niacine, B6, B2, B1, Acide folique, B12) et Fer.",456,14,3.5,69,26,7,3.5,1.1,0.44,e,
Shredded Wheat,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales extrudées,Céréales pour petit déjeuner riches en fibres",Nestlé,500g,"Card-box, Mixed plastic-bag",,"Whole Grain Wheat (84%)
Sugar, Nut Premix (Peanuts (9.2%),
Desiccated Coconut (Coconut Sugar)
Hazelnuts (0.3%),
Honey (1.9%), 
Glucose Syrup, Molasses, Natural Flavourings.",387,5.4,1.2,68,15,12,9.8,0.04,0.016,a,
Muesli Frutas,"Alimentos e bebidas à base de plantas,Alimentos à base de plantas,Pequenos alomoços,Cereais e Batatas,Cereais e seus produtos,Cereias para pequeno-almoçco,Cereais com frutos,Muesli,Mueslis com frutos","Hacendado, Mercadona",1000 g,"Plástico,Bolsa","Ponto Verde,es:Recicla,Alto teor em fibra","Copos laminados de _trigo_ integral (23%), copos laminados de _centeno_ integral (23%), copos laminados de _avena_ integral (17%), trozos de chips de banana (12%) (banana, aceite de coco, azúcar, uvas pasas sultanas (12%), trozos de higo desecados (3%), copos tostados de maiz (2%) (maíz, azúcar, sal, extracto de malta de _cebada_), semillas de lino, trozos de dátil desecado (2%), semillas de girasol, trozos de chips de coco (coco, azúcar), trozos de albaricoque desecado, _avellanas_ tostadas picadas, trozos de pera desecada, trozos de manzana desecada.",361,7.6,3.9,59,15,9.1,10,0.08,0.032,c,
Muesli,"Aliments d'origine végétale,Céréales pour petit-déjeuner,Céréales aux fruits,Mueslis,Mueslis aux fruits",Bjorg,750g,"Bag, fr:Sachet en plastique","Bio, Bio européen, Agriculture non UE, DE-ÖKO-001, Agriculture UE, Agriculture UE/Non UE, Fabriqué en Allemagne, Sans sucre ajouté, AB Agriculture Biologique","Flocons d'avoine* complète, Flocons de blé* complet, Raisins* 8% (raisins*, huile de tournesol*), Figues* séchées 8% (figues*, farine de riz, Flocons d'épeautre* complet (blé), Pétales de maïs*, Dattes* 4% (dattes*, farine de riz*), Abricots* secs 3% (abricots*, farine de riz*), Graines de tournesol*, Pétales d'épeautre* complet (blé), Graines de lin*, Graines de courge*.",352,5.8,0.9,59,14,11,10,0.03,0.012,a,
Simply porridge oats,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Flakes, Cereal flakes, Rolled flakes, Porridge, Rolled oats",Lidl,1 kg,,,wholegrain rolled oats,368,8.5,1.25,56,1,12,9,0.025,0.01,a,
Flocons d'avoine complets,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Flocons,Flocons de céréales,Flocons laminés,Flocons d'avoine",Terres & Céréales BIO,500 g,"Plastic,Bag","Fair trade, Organic, EU Organic, EU Agriculture, Nutriscore, AB Agriculture Biologique, fr:Bio équitable en France, en:nutriscore-grade-a",Flocons d'avoine complets*.,371,7,1.3,60,0.9,12,10,0.01,0.004,a,
Crunchy Muesli Multi Fruit,"Alimentos e bebidas à base de plantas,Alimentos à base de plantas,Pequenos alomoços,Cereais e Batatas,Cereais e seus produtos,Cereias para pequeno-almoçco,Cereais com frutos,Muesli,en:Crunchy mueslis,Mueslis com frutos,en:Crunchy cereal clusters,en:Crunchy mueslis with fruits",CROWNFIELD,600 g,"Karton,21 PAP","Green Dot, Nutriscore, en:no-colorings","44% flocons d'avoine complète, 16% raisins secs sultanines (raisins secs sultanines, huile de tournesol), sucre, huile de palme, 5% cornflakes (4,8% semoule de maïs, sel, extrait de malt d'orge, émulsifiant: lécithines (tournesol), 4,5 % chips de banane (3,37% banane, graisse de coco, sucre, arôme naturel de banane), 4,5 % chips de noix de coco grillés, 4% billes de céréales (morceaux de maïs, farine de blé, sucre, farine de riz, sel), farine de blé, sirop de glucose, 2% morceaux de pommes déshydratées (1,98% morceaux de pommes, antioxydants: acide citrique, acide ascorbique), oligofructose, miel, extrait de malt d'orge, sel, sucre caramélisé, cannelle, arôme naturel, Traces éventuelles d'autres céréales contenant du gluten, de soja, de lait, de fruits à coque et d'arachides,",426,13.9,7,63.5,24.1,7.9,7.6,0.245,0.098,d,
KitKat Cereal,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales extrudées,Céréales chocolatées pour petit déjeuner non fourrées mais enrichies en vitamines et minéraux",Nestlé,330 g,,"Point Vert,Nutriscore,Nutriscore C,Vérifié Rainforest Alliance,Rainforest Alliance Cacao,Triman,de:Blé français,de:Nouveau,de:Rainforest Alliance Cacao","31,4% VOLLKORNWEIZENMEHL, Maisgrieß, Zucker, Dextrose, Palmöl, WEIZENMEHL, 5,4% Kakaopulver*, Glukosesirup, WEIZENSTÄRKE, MAGERMILCHPULVER, Sonnenblumenöl, Calciumcarbonat, GERSTENMALZEXTRAKT, fettarmes Kakaopulver*, natürliche Aromen, Kakaobutter*, Salz, Kakaomasse*, Emulgator (Lecithine), MOLKENERZEUGNIS, BUTTERREINFETT, Antioxidationsmittel (stark tocopherolhaltige Extrakte), Eisen, Niacin, Pantothensäure, Vitamin B6, Riboflavin (Vit. B2), Folsäure.Kann NÜSSE enthalten. *Rainforest Alliance-zertifiziert.",420,10.9,4,69.4,24.7,7.8,6.4,0.37,0.148,d,
Muesli Swiss Style,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Mueslis, Bircher-style mueslis, Muesli flakes not fortified with vitamins and chemical elements",Harvest Morn,1.1kg,"Plastic, en:mixed plastic film-pouch","No added sugar, Aldi","oat flakes, toasted wheat flakes (wheat, barley malt extract, salt), raisins 15%, whey powder (milk), hazelnut halves 2%, flaked almonds 1%",362,4.89,0.889,64.7,12.4,11.3,16,0.0222,0.00889,a,
