RecipeId,Name,AuthorId,AuthorName,CookTime,PrepTime,TotalTime,DatePublished,Description,Images,RecipeCategory,Keywords,RecipeIngredientQuantities,RecipeIngredientParts,AggregatedRating,ReviewCount,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings,RecipeYield,recipe,Unnamed: 1
"12002,""Sandige (Rice/Sabudana Fryums)"",16002,""Karnataka/South Indian Snack"",PT20M,PT1H 0M,PT24H 20M,2015-07-05,""Crispy, sun-dried fritters (fryums) or wafer-like snacks, typically made from a batter of rice flour or tapioca pearls (sabudana) and seasoned with cumin, chilies, and asafoetida."",""[Placeholder for Image URL]"",Snack|Fryums|South Indian|Vegetarian,""Sandige|Vadam|Fryums|Sun-Dried|Sabudana|Rice"",1|7|1|1|1|1|1|1,cup Rice Flour (or Sabudana)|cups Water|tsp Salt|tsp Asafoetida (Hing)|Green Chillies (crushed)|tsp Cumin Seeds (Jeera)|Oil for deep frying|Plastic sheet for drying,4.5,10,250,8,""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",8,4,""40 pieces (dried)"",""**Ingredients:** 1 cup Rice Flour, 7 cups Water, 1 tsp Salt, 1 tsp Hing, 8-10 Green Chillies (crushed), 1 tsp Cumin Seeds. **Instructions (Rice Sandige - Boiling Method):** 1. **Prep Batter:** Mix 1 cup rice flour with 1 cup cold water to form a smooth paste. Bring remaining water to a boil in a large pot. 2. **Cook:** Add the rice flour paste, crushed green chilies, salt, and hing to the boiling water. Cook, stirring constantly, for 15-20 minutes until the mixture thickens to a flowing, porridge-like consistency. Turn off heat. 3. **Form/Dry:** Spread a clean plastic sheet outdoors under the **bright sun**. Spoon the hot mixture onto the sheet, forming small rounds (1-inch diameter). Let them dry completely under the sun for 1-2 days until they shrink and become hard/translucent. 4. **Fry:** Once fully dry, deep fry in hot oil until they puff up to double their size. Serve as a side dish.""",
"12003,""Paneer Tikka Masala"",16003,""North Indian/Restaurant Style"",PT40M,PT20M,PT1H 0M,2025-09-26,""A popular vegetarian curry where marinated, grilled, or pan-fried paneer (tikka) pieces are simmered in a rich, creamy, tomato-onion gravy seasoned with aromatic ground spices."",""[Placeholder for Image URL]"",Main Dish|Curry|North Indian|Vegetarian,""Paneer|Tikka|Masala|Creamy|Grilled"",250|0.5|2|1|1|1|1|1|1|1|1|1|1|1|1|1,grams Paneer (cubed)|cup Greek Yogurt (for marination)|medium Onion (cubed for marination)|medium Bell Pepper (cubed for marination)|tbsp Ginger Garlic Paste|tsp Kashmiri Red Chili Powder|tsp Cumin Powder|tsp Coriander Powder|tsp Garam Masala|tbsp Oil/Ghee (for sautÃ©ing)|cup Tomato Puree|cup Heavy Cream|tsp Kasuri Methi,4.9,35,250,8,""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",8,4,""4 servings"",""**Ingredients (Marinade):** 250g Paneer cubes, 0.5 cup Greek Yogurt, 1 tbsp Ginger Garlic Paste, 1 tsp Kashmiri Red Chili, 1 tsp Cumin Powder, 1 tsp Coriander Powder, 0.5 tsp Garam Masala, Salt. **Ingredients (Gravy):** 2 tbsp Oil/Ghee, 1 cup Onion (pureed), 1 cup Tomato Puree, Spices, 0.5 cup Heavy Cream, 1 tsp Kasuri Methi. **Instructions:** 1. **Marinate/Grill:** Mix all marinade ingredients. Toss paneer, onion, and bell pepper cubes in the marinade. Let sit for 15-20 minutes. Grill/pan-fry the pieces until lightly browned and set. 2. **Make Gravy:** SautÃ© onion paste in oil/ghee until golden. Add ginger garlic paste. Add tomato puree and cook until the oil separates. 3. **Spice/Simmer:** Add all dry spices (Chili, Turmeric, Coriander, Garam Masala) and cook briefly. Add water (if needed). Simmer until the gravy thickens. 4. **Finish:** Stir in heavy cream and crushed kasuri methi. Add the grilled paneer tikka pieces. Simmer for 2 minutes and serve hot.""",
"12004,Pakhala,16004,""Odia/Eastern Indian Staple"",PT10M,PT12H 0M,PT12H 10M,2025-06-26,""A cooling, traditional Odia dish of cooked rice soaked in water, often allowed to ferment overnight (Basi Pakhala) and flavored with yogurt (dahi), ginger, chilies, and roasted cumin."",""[Placeholder for Image URL]"",Main Dish|Rice|Odia|No-Cook,""Pakhala|Fermented Rice|Odia|Dahi|Summer Staple"",1|6|1|1|1|1|1|1,cup Cooked Rice (medium grain)|cups Water (approx.)|tsp Sour Curd (Dahi, for starter)|tsp Roasted Cumin Powder|tsp Chopped Ginger|Green Chilies (chopped)|Onion/Shallots (chopped)|tsp Salt,4.7,18,250,8,""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",8,2,""1 large serving"",""**Ingredients:** 1 cup Cooked Rice, 6 cups Water, 1 tsp Sour Curd (starter), 1 tsp Roasted Cumin Powder, 1 tsp Chopped Ginger, 1 Green Chili (chopped), 1 small Onion (chopped), Salt. **Instructions (Basi Pakhala - Fermented):** 1. **Prep Rice:** Cook the rice until soft. Let it cool completely. 2. **Ferment:** Transfer the cooled rice to a clay pot or large bowl. Add water to cover the rice by 1-2 cm. Gently stir in the curd starter. Cover and leave to ferment for 10-12 hours (or overnight) at room temperature. 3. **Flavor:** Once fermented (the water will be cloudy/slightly sour), add the roasted cumin powder, chopped ginger, chopped green chili, chopped onion, and salt. Mix gently. 4. **Serve:** Serve chilled or at room temperature with sides like fried fish, crushed badi (lentil fritters), or saga bhaja (sautÃ©ed greens). **(Saja Pakhala - Fresh):** Skip fermentation and mix fresh cooked rice with chilled water, curd, and all the seasonings.""",
"12005,""Masor Koni (Fish Egg Fritter Curry)"",16005,""Assamese Cuisine"",PT30M,PT15M,PT45M,2020-06-28,""An Assamese dish featuring fish roe (eggs) prepared either as pan-fried fritters (bora/pakoda) or simply cooked down in a light, watery gravy (jul) with potatoes, onions, and basic spices."",""[Placeholder for Image URL]"",Main Dish|Curry|Assamese|Non-Vegetarian,""Fish Roe|Fish Egg|Bora|Assamese|Curry"",250|2|3|1|1|1|1|1|1|1|1|1|1|1,grams Fish Eggs (Roe)|medium Potatoes (cubed)|tbsp Mustard Oil (divided)|tsp Turmeric Powder|tsp Red Chili Powder|tsp Ginger Garlic Paste|medium Onion (chopped)|medium Tomato (chopped)|tsp Garam Masala|cup Water|tsp Salt|tsp Rice Flour/Besan (for binding fritters),4.5,10,250,8,""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",8,3,""3 servings"",""**Ingredients (Fritters/Bora):** 250g Fish Roe, Salt, 0.25 tsp Turmeric, 1 tsp Rice Flour/Besan, 1 chopped Onion, 1 chopped Green Chili, Mustard Oil for frying. **Ingredients (Curry):** 2 Potatoes, 3 tbsp Mustard Oil, 1 Bay Leaf, 0.5 tsp Turmeric, 0.25 tsp Red Chili Powder, 1 Onion (chopped), 1 Tomato (chopped), 1 tsp Garam Masala, 1 cup Water, Salt. **Instructions:** 1. **Fritters:** Wash fish roe. Mix with salt, turmeric, rice flour/besan, chopped onion, and chili. Fry spoonfuls of the mixture on low heat until golden brown and cooked through (these are the 'koni bora'). Set aside. 2. **Curry Base:** Fry potato cubes in the remaining oil until golden. Remove. In the same oil, add a bay leaf and chopped onion. SautÃ© until translucent. Add turmeric and red chili powder, and sautÃ©. Add chopped tomato and cook until soft. 3. **Simmer:** Add the fried potatoes, salt, and garam masala. Add 1 cup water. Simmer for 5-6 minutes until potatoes are almost tender. 4. **Finish:** Add the fried fish egg fritters (bora). Simmer for 5 more minutes for them to absorb the gravy. Serve hot with rice.""",
"12006,""Keerai Masiyal (Mashed Greens Curry)"",16006,""Tamil/South Indian Cuisine"",PT15M,PT10M,PT25M,2022-01-20,""A simple, healthy South Indian side dish where fresh greens (Keerai/Spinach) are cooked, mashed, and seasoned with a tempering of oil, mustard seeds, urad dal, and red chili."",""[Placeholder for Image URL]"",Side Dish|South Indian|Vegetarian|Healthy,""Keerai|Spinach|Masiyal|Greens|Mash"",250|1|0.5|1|1|1|1|1|1|1|1|1,grams Fresh Greens (Spinach/Keerai)|tbsp Coconut/Sesame Oil (divided)|tsp Mustard Seeds|tsp Urad Dal (Split Black Gram)|Red Chilies (dried)|sprig Curry Leaves|pinch Asafoetida (Hing)|tsp Cumin Seeds|tsp Turmeric Powder|tsp Salt|Water as needed,4.5,15,250,8,""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",8,4,""4 servings"",""**Ingredients:** 250g Fresh Greens (chopped), 1 tbsp Oil (divided), 0.5 tsp Mustard Seeds, 1 tsp Urad Dal, 2 Dried Red Chilies, 1 sprig Curry Leaves, pinch Hing, 0.5 tsp Cumin Seeds, 0.25 tsp Turmeric Powder, Salt. **Instructions:** 1. **Cook Greens:** Heat 0.5 tbsp oil. Add chopped greens, a pinch of salt, and turmeric. Cook for 2-3 minutes until the greens wilt down completely. Cool the mixture. 2. **Mash/Pulse:** Coarsely mash the cooked greens using a masher or pulse briefly in a mixer. Set aside. 3. **Temper:** Heat remaining 0.5 tbsp oil. Add mustard seeds. Once they splutter, add urad dal and fry until golden. Add dried red chillies, curry leaves, and hing. Fry for a few seconds. 4. **Combine:** Add the mashed greens to the tempering. Mix well and cook on low flame for 2 minutes to blend the flavors. Serve hot with rice and ghee.""",
,
"13001,""Pindi Chana (Amritsari/Spicy Dry Chickpeas)"",17001,""Punjabi/North Indian Cuisine"",PT40M,PT8H 10M,PT8H 50M,2024-12-13,""A famously spicy and tangy North Indian dry curry of chickpeas (chana) boiled with tea and whole spices, then tossed in a potent mix of chole masala and ginger-garlic paste."",""[Placeholder for Image URL]"",Main Dish|Curry|Punjabi|Vegetarian,""Pindi|Chana|Chickpeas|Dry Curry|Spicy"",1.25|3|3|2|2|1|1|1|1|1|1|1|1|1|2|2|2,cups Dried Chickpeas (Kabuli Chana)|cups Water (for soaking/boiling)|tbsp Oil/Ghee|tsp Ginger Garlic Paste|tsp Chole Masala|tsp Garam Masala|tsp Dry Mango Powder (Amchur)|tsp Red Chili Powder|tsp Coriander Powder|Black Tea Bag (or Amla/dried gooseberry)|tsp Black Salt|Whole Spices (Cinnamon, Cardamom, Cloves)|tbsp Lemon Juice,4.9,45,250,""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",4,""4 servings"",""**Ingredients (Boiling):** 1.25 cups Chickpeas (soaked overnight), 3 cups Water, Black Tea Bag, 1 tsp Black Salt, Whole Spices (Cinnamon, Cardamom, Cloves). **Ingredients (Masala):** 3 tbsp Oil, 2 tsp Ginger Garlic Paste, 2-3 tsp Chole Masala, 1 tsp Garam Masala, 1 tsp Amchur, 0.5 tsp Red Chili Powder, 2 tsp Coriander Powder, 2 tbsp Lemon Juice, Salt. **Instructions:** 1. **Boil Chickpeas:** Soak chickpeas overnight. Pressure cook them with water, whole spices, black salt, and the tea bag until tender (15-20 mins). Discard tea bag/whole spices. Reserve the cooking water. 2. **Make Masala:** Heat oil/ghee. SautÃ© ginger garlic paste until the raw smell disappears. Reduce heat to low. Add all dry spices (Chole Masala, Garam Masala, Amchur, Chili, Coriander). SautÃ© for 1 minute (do not burn). 3. **Combine:** Add the cooked chickpeas and a little reserved water to the pan. Mix well, ensuring the chickpeas are coated with masala. Cook for 5-7 minutes. 4. **Finish:** Stir in lemon juice and serve hot.""",
"13002,""Pani Pitha (Assamese Rice Pancake)"",17002,""Assamese Breakfast"",PT10M,PT5M,PT15M,2020-03-14,""A thin, quick pancake or crepe from Assam, traditionally made with a runny rice flour batter, salt, and sometimes finely chopped onion, and cooked on a flat tawa with minimal oil."",""[Placeholder for Image URL]"",Breakfast|Pancake|Assamese|Vegetarian,""Pani Pitha|Rice Pancake|Assamese Breakfast|Crepe"",1|1|1,cup Rice/Wheat Flour|small Onion (chopped)|tsp Salt|Water as required|Oil for greasing,4.4,8,250,""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",4,""6-8 Pithas"",""**Ingredients:** 1 cup Rice Flour (or Wheat Flour), Salt to taste, 1 small Onion (finely chopped), Water, Oil for greasing. **Instructions:** 1. **Make Batter:** Combine flour, salt, and chopped onion. Gradually add water, whisking until the batter is thin, with a flowing/runny consistency (like a thin cake batter). 2. **Cook:** Heat a flat pan/tawa over medium heat. Lightly grease with oil. 3. **Spread:** Pour a medium scoop of batter onto the pan and quickly spread in a circular motion to form a thin circle. Reduce the flame to low. 4. **Finish:** Cover and cook for about 2 minutes. Flip and cook the other side until lightly done. Repeat for remaining batter. Serve hot with potato sabji, chutney, or honey.""",
"13003,""Vada (Medu Vada)"",17003,""South Indian Snack"",PT25M,PT4H 15M,PT4H 40M,2022-06-04,""Soft, fluffy, donut-shaped fritters made from a ground batter of urad dal (black gram lentils), seasoned with ginger, green chilies, and cumin, and deep-fried until crisp."",""[Placeholder for Image URL]"",Snack|Deep Fried|South Indian|Vegetarian,""Vada|Medu Vada|Urad Dal|Fritters|Breakfast"",1|1|1|1|1|1|1|1|1,cup Urad Dal|tsp Ginger (chopped)|Green Chilies (chopped)|tsp Cumin Seeds|tsp Salt|Oil for deep frying|Ice Cold Water (for grinding)|Curry Leaves (chopped)|Onion (chopped, optional),4.9,65,250,""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",4,""8-10 Vadas"",""**Ingredients:** 1 cup Urad Dal, 1 tsp Ginger, 1 tsp Green Chillies, 0.5 tsp Cumin Seeds, Salt, Oil for frying, Ice Cold Water. **Instructions:** 1. **Soak/Grind:** Soak Urad Dal for 4-5 hours. Drain completely. Grind the dal with ice-cold water (adding only tiny splashes at a time) to a thick, smooth, and fluffy batter. The consistency should be light and thick enough to hold its shape. 2. **Aerate:** Transfer the batter to a bowl. Vigorously whip/beat the batter for 2-3 minutes to incorporate air (the batter should float in water). Add chopped ginger, chillies, cumin seeds, and salt (add onions/curry leaves now, if using). 3. **Shape/Fry:** Wet your hands. Take a small portion of batter, form a ball, and make a hole in the center with your thumb. Gently slide the shaped vadas into medium-hot oil. 4. **Cook:** Fry on medium heat, flipping often, until golden brown and crisp on all sides. Serve hot with sambar and coconut chutney.""",
"13004,Galho,17004,""Naga/North East Indian Khichdi"",PT30M,PT15M,PT45M,2025-09-19,""A wholesome, soupy 'Khichdi' from Nagaland, characterized by rice and lentils cooked until mushy with seasonal vegetables, herbs, and often smoked meat/pork, seasoned with minimal spices for a clean, earthy flavor."",""[Placeholder for Image URL]"",Main Dish|Khichdi|Naga|Non-Vegetarian,""Galho|Naga Khichdi|Smoked Meat|Soupy Rice|Healthy"",1|0.25|4|1|1|1|1|1|1|1,cup Rice (short-grain preferred)|cup Moong Dal (or other lentil)|cups Water|small Onion (chopped)|inch Ginger (chopped)|Green Chilies (slit)|cup Seasonal Vegetables (e.g., beans, carrots)|tsp Turmeric Powder|Smoked Pork/Chicken/Fish (optional)|Salt to taste|Mustard Oil,4.8,12,250,""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",4,""4 servings"",""**Ingredients:** 1 cup Rice, 0.25 cup Moong Dal, 4 cups Water, 1 Onion, 1 inch Ginger, 3 Green Chillies, 1 cup Vegetables, 1 tsp Turmeric, Salt, 150g Smoked Pork/Meat (optional), 2 tbsp Mustard Oil. **Instructions:** 1. **Prep:** Wash rice and dal thoroughly. Chop all vegetables. Chop/slice smoked meat (if using). 2. **SautÃ©:** Heat mustard oil in a heavy-bottomed pot. Add chopped onion, ginger, garlic, and green chillies. SautÃ© until translucent. Add chopped tomato and cook briefly. Stir in turmeric powder and any unique Naga flavoring (like Axone - optional). 3. **Cook:** Add the washed rice and dal. Add vegetables and smoked meat (if using). Pour in water and add salt. 4. **Simmer:** Bring to a boil. Cover and cook on medium heat for 20-25 minutes, or pressure cook for 2-3 whistles, until the rice and dal are completely soft and mushy (porridge consistency). 5. **Finish:** Stir gently. Check and adjust salt/consistency. Garnish with spring onions and fresh coriander.""",
"13005,""Keri no Ras (Gujarati Mango Pulp)"",17005,""Gujarati Dessert/Staple"",PT10M,PT0M,PT10M,2024-05-04,""A simple, smooth, and sweet mango puree (pulp) from Gujarat, traditionally made with Alphonso or Kesar mangoes and often seasoned with dry ginger (sonth) and ghee for flavor."",""[Placeholder for Image URL]"",Dessert|Sweet|Gujarati|No-Cook,""Aamras|Mango|Keri|Sweet Pulp|Summer Staple"",5|0.5|0.5|1|1|1|1,large Ripe Mangoes (Kesar/Alphonso)|cup Powdered Sugar (optional)|tsp Dry Ginger (Sonth) Powder|pinch Salt (optional for balance)|tbsp Ghee (for serving)|tsp Cardamom Powder (optional),4.7,25,250,""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",4,""4 servings"",""**Ingredients:** 5-6 Ripe Mangoes, 0.5 cup Powdered Sugar (adjust to taste), 0.5 tsp Dry Ginger Powder (Sonth), pinch Salt, Ghee for serving (optional), Cardamom/Saffron (optional). **Instructions:** 1. **Extract Pulp (Traditional):** Wash and gently squeeze the whole mangoes by hand over a bowl to extract the soft pulp, separating it from the skin and seed. 2. **Puree/Strain:** Pass the pulp through a fine mesh strainer to ensure an ultra-smooth, fiber-free puree (or use a blender). 3. **Season:** Add powdered sugar (only if needed), dry ginger powder, and a pinch of salt. Whisk well until fully incorporated. 4. **Chill/Serve:** Chill the 'Ras' thoroughly. Serve chilled, often with a drizzle of melted ghee on top, alongside hot puris or rotis.""",
"9007,""Keerai Masiyal (Mashed Greens Curry)"",17006,""Tamil/South Indian Cuisine"",PT15M,PT10M,PT25M,2022-01-20,""A simple, healthy South Indian side dish where fresh greens (Keerai/Spinach) are cooked, mashed, and seasoned with a tempering of oil, mustard seeds, urad dal, and red chili."",""[Placeholder for Image URL]"",Side Dish|South Indian|Vegetarian|Healthy,""Keerai|Spinach|Masiyal|Greens|Mash"",250|1|0.5|1|1|1|1|1|1|1|1|1,grams Fresh Greens (Spinach/Keerai)|tbsp Coconut/Sesame Oil (divided)|tsp Mustard Seeds|tsp Urad Dal (Split Black Gram)|Red Chilies (dried)|sprig Curry Leaves|pinch Asafoetida (Hing)|tsp Cumin Seeds|tsp Turmeric Powder|tsp Salt|Water as needed,4.5,15,250,""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",4,""4 servings"",""**Ingredients:** 250g Fresh Greens (chopped), 1 tbsp Oil (divided), 0.5 tsp Mustard Seeds, 1 tsp Urad Dal, 2 Dried Red Chilies, 1 sprig Curry Leaves, pinch Hing, 0.5 tsp Cumin Seeds, 0.25 tsp Turmeric Powder, Salt. **Instructions:** 1. **Cook Greens:** Heat 0.5 tbsp oil. Add chopped greens, a pinch of salt, and turmeric. Cook for 2-3 minutes until the greens wilt down completely. Cool the mixture. 2. **Mash/Pulse:** Coarsely mash the cooked greens using a masher or pulse briefly in a mixer. Set aside. 3. **Temper:** Heat remaining 0.5 tbsp oil. Add mustard seeds. Once they splutter, add urad dal and fry until golden. Add dried red chillies, curry leaves, and hing. Fry for a few seconds. 4. **Combine:** Add the mashed greens to the tempering. Mix well and cook on low flame for 2 minutes to blend the flavors. Serve hot with rice and ghee.""",
,
"14001,""Chhena Kheeri (Odia Paneer Kheer)"",18001,""Odia/Eastern Indian Dessert"",PT30M,PT10M,PT40M,2018-04-24,""A simple, creamy kheer (rice pudding-like dessert) from Odisha, made by simmering milk and sugar with crumbled, lightly fried chhena (fresh paneer), and flavored with cardamom and nuts."",""[Placeholder for Image URL]"",Dessert|Sweet|Odia|Vegetarian,""Chhena|Kheeri|Paneer|Kheer|Milk Sweet"",1.5|1|4|2|2|1|1|1|1,litres Whole Milk|tbsp Lemon Juice/Vinegar (for curdling)|tbsp Sugar (divided)|tbsp Cashew Nuts (chopped)|tbsp Ghee/Oil|tsp Cardamom Powder|pinch Saffron (optional),4.6,15,250,8,""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",8,4,""4 servings"",""**Ingredients:** 1.5 litres Whole Milk, 1 tbsp Lemon Juice (diluted), 4 tbsp Sugar (divided), 2 tbsp Cashew Nuts, 1 tsp Ghee, 0.5 tsp Cardamom Powder. **Instructions:** 1. **Make Chhena:** Boil 0.5 litre milk. Add lemon juice to curdle. Strain the chhena through muslin, rinse, crumble, and set aside. 2. **Reduce Milk:** Boil remaining 1 litre milk until it reduces to about half (thick rabri consistency). 3. **Caramelize/Sweeten:** Add 4 tbsp sugar and cardamom powder to the reduced milk. Stir. In a separate small pan, caramelize 1 tbsp sugar and add it to the milk for color (optional). 4. **Combine:** Heat 1 tsp ghee. Roast cashews. Add crumbled chhena and roast until lightly golden. Add the roasted chhena and cashews to the reduced, sweetened milk. 5. **Simmer/Serve:** Simmer for 2 minutes, stirring gently. Serve hot or chilled.""",
"14002,""Mishti Chholar Dal (Bengali Sweet Chana Dal)"",18002,""Bengali Cuisine"",PT30M,PT1H 0M,PT1H 30M,2025-08-01,""A festive Bengali preparation of chana dal (split Bengal gram) that is sweet (mishti) and savory, cooked with coconut, raisins, and a blend of aromatic whole spices like cinnamon, cardamom, and bay leaf."",""[Placeholder for Image URL]"",Main Dish|Dal/Lentil|Bengali|Vegetarian,""Chholar Dal|Chana Dal|Mishti|Sweet Dal|Festive"",1|2.5|1|1|1|1|1|1|1|1|1|1|1|1|1,cup Chana Dal (soaked)|cups Water|tbsp Ghee (divided)|tsp Cumin Seeds|Bay Leaf|Dried Red Chilies|tbsp Grated Coconut (fried)|tbsp Raisins|tbsp Sugar|tsp Salt|tsp Turmeric|tsp Ginger (grated)|Whole Spices (Cinnamon, Cardamom, Cloves)|tsp Cumin Powder,4.8,25,250,""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",8,4,""4 servings"",""**Ingredients:** 1 cup Chana Dal (soaked 1 hr), 2.5 cups Water, 2 tbsp Ghee, 1 tsp Cumin Seeds, Bay Leaf, Dried Red Chillies, 2 tbsp Grated Coconut, 1 tbsp Raisins, 2 tsp Sugar, Salt, Turmeric, Ginger, Whole Spices (crushed). **Instructions:** 1. **Cook Dal:** Pressure cook soaked chana dal with turmeric, water, and whole spices until tender but not mushy (4-5 whistles). The grains should be separate. 2. **Tempering:** Heat 1 tbsp ghee. Add bay leaf, cumin seeds, and red chillies. Let spices splutter. Add crushed whole spices and grated ginger. Fry for a few seconds. 3. **Add Flavor:** Add fried coconut slices (optional), raisins, and slit green chilies. SautÃ© briefly. 4. **Combine:** Add the cooked dal along with its liquid to the tempering. Add sugar, salt, and cumin powder. Mix well and simmer for 5-7 minutes until slightly thick. Serve hot with luchi or steamed rice.""",
"14003,""Bilahi Maas (Assamese Fish Curry with Tomatoes)"",18003,""Assamese Cuisine"",PT25M,PT10M,PT35M,2017-08-12,""A light, tangy fish curry from Assam, typically using freshwater fish, prepared with a thin gravy of tomatoes (bilahi), potatoes (aloo, optional), and flavored with the smoky punch of mustard oil and fenugreek seeds."",""[Placeholder for Image URL]"",Main Dish|Curry|Assamese|Non-Vegetarian,""Bilahi|Maas|Fish Curry|Tomato|Tangy"",4|2|2|1|1|1|1|1|1|1|1|1,pieces Freshwater Fish (Rohu/Katla)|tbsp Mustard Oil (divided)|tsp Turmeric Powder|tsp Salt|tsp Fenugreek Seeds (Methi)|medium Tomatoes (cubed)|medium Potato (cubed/mashed, optional)|Green Chilies (slit)|cup Water,4.6,12,250,""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",2,""2 servings"",""**Ingredients:** 4 Fish pieces, 2 tbsp Mustard Oil, 1 tsp Turmeric Powder, Salt, 0.5 tsp Fenugreek Seeds, 2 large Tomatoes (cubed), 1 small Bottle Gourd/Lauki (cubed, optional), 3-4 Green Chilies, 1.5 cups Water. **Instructions:** 1. **Fry Fish:** Marinate fish with turmeric and salt. Heat 1 tbsp mustard oil and fry fish pieces until light brown. Remove and set aside. 2. **Curry Base:** Add remaining oil. Once smoking hot, add fenugreek seeds and green chillies. Let the seeds splutter. 3. **Cook Veggies:** Add lauki/potato cubes (if using), turmeric, and salt. SautÃ©. Add tomatoes and cook until mushy (2-3 mins). 4. **Simmer:** Add water. Bring to a gentle simmer. Gently add the fried fish pieces. Cook for 5-6 minutes until the fish is done and the lauki is tender. Serve hot with steamed rice.""",
"14004,""Chhena Poda (Odia Baked Cheesecake)"",18004,""Odia Dessert"",PT45M,PT1H 45M,PT2H 30M,2024-08-06,""The signature dessert of Odisha, a rustic baked cheesecake made from chhena (fresh cottage cheese/paneer), semolina, and sugar, baked until the top caramelizes to a dark brown crust."",""[Placeholder for Image URL]"",Dessert|Sweet|Odia|Vegetarian,""Chhena Poda|Baked Cheesecake|Odia|Paneer|Caramelized"",2|4|0.5|2|1|1,litres Full Cream Milk|tbsp Lemon Juice/Vinegar (for curdling)|cup Sugar|tbsp Semolina (Suji/Rava)|tsp Cardamom Powder|tsp Ghee|Salt,4.8,30,250,""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",8,""8 slices"",""**Ingredients:** 2 litres Milk, 4 tbsp Lemon Juice, 0.5 cup Sugar, 2 tbsp Semolina, 1 tsp Cardamom Powder, Ghee, Salt. **Instructions:** 1. **Make Chhena:** Boil milk. Turn off heat and add lemon juice to curdle. Strain through a muslin cloth (do not squeeze completely; let water drain naturally). Rinse gently. 2. **Mix Batter:** Transfer chhena to a bowl. Add sugar, semolina, salt, and cardamom powder. Knead/mix well until everything combines into a smooth, thick, soft batter. 3. **Bake:** Grease a baking pan with ghee. Pour the mixture in. Bake in a preheated oven at **350Â°F (180Â°C)** for **40-60 minutes** until the top is dark golden brown/caramelized. 4. **Serve:** Cool completely before slicing and serving. The exterior will be firm, and the interior will be soft.""",
"14005,Basundi,18005,""Gujarati/Maharashtrian Dessert"",PT45M,PT5M,PT50M,2023-05-22,""A rich, creamy Indian sweet similar to a thin rabri, made by slow-simmering and reducing full-fat milk until it thickens to half its original volume, then sweetened and flavored with saffron and cardamom."",""[Placeholder for Image URL]"",Dessert|Sweet|Indian|Vegetarian,""Basundi|Reduced Milk|Sweet Milk|Saffron|Kheer"",1|0.25|10|1|1|1|1|1,litre Full Fat Milk|cup Sugar|str",
,
"15001,""Pani Puri (Golgappa/Puchka)"",19001,""Indian Street Food"",PT15M,PT4H 0M,PT4H 15M,2023-07-17,""The quintessential Indian street food: hollow, crispy puris filled with spiced potato/chickpea mash and drowned in tangy, spicy, and sweet flavored water (pani)."",""[Placeholder for Image URL]"",Snack|Chaat|Indian|Vegetarian,""Pani Puri|Golgappa|Puchka|Street Food|Spicy"",4|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1,dozen Puris (Puffs)|cups Water (Chilled)|cup Mint Leaves|cup Coriander Leaves|inch Ginger|Green Chillies|tsp Cumin Powder|tsp Chaat Masala|tsp Black Salt|cup Potatoes (boiled/mashed)|cup Tamarind Chutney (Sweet)|tbsp Boondi|tsp Salt,4.9,70,250,8,""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",8,5,""5 servings"",""**Ingredients (Spicy Pani):** 2 cups Chilled Water, 1 cup Mint Leaves, 0.5 cup Coriander Leaves, 1 inch Ginger, 2-3 Green Chillies, 1 tsp Cumin Powder, 1 tsp Chaat Masala, Salt. **Ingredients (Sweet Pani - Optional):** Tamarind Extract, Jaggery, Spices. **Ingredients (Stuffing):** 2 Potatoes (boiled/mashed), 0.5 cup Onion (chopped), 1 tbsp Coriander, Spices (Chaat Masala, Cumin, Salt). **Instructions:** 1. **Pani:** Blend mint, coriander, ginger, chilies, cumin, and salt with 1 cup of water to a smooth paste. Strain, dilute with remaining cold water, and add chaat masala. For sweet pani, mix tamarind extract, jaggery, and spices. Chill both. 2. **Stuffing:** Mash potatoes. Add chopped onion, coriander, and dry spices. Mix well. 3. **Assemble:** Gently crack a hole in a puri. Fill with a small amount of potato stuffing. Dip/fill with chilled spicy or sweet pani. Serve immediately.""",
